Name,Price,District,Street,Czynsz,Area,Rooms,Building,Owner
Mieszkanie w kamienicy przy Parku Dreszera,8 500,Górny Mokotów,ul. Antoniego Edwarda Odyńca,13,85,3,kamienica,prywatny
Klimatyczne mieszkanie przy metrze Pl. Wilsona,2 700,Stary Żoliborz,ul. Adama Próchnika,600,37,2,kamienica,prywatny
Stylowy apartament na Muranowie,5 500,Muranów,ul. Stawki,0,50,2,apartamentowiec,biuro nieruchomości
2 oddzielne pokoje/ Metro Trocka 4 min,2 700,Targówek,ul. Mokra,800,47,2,blok,biuro nieruchomości
2-pok na Polu Mokotowskim blisko SGH i metra,3 499,Pole Mokotowskie,ul. Stefana Batorego 18,440,30,2,blok,prywatny
Plac Zawiszy | 2 pokoje 37m2 | bez prowizji,2 690,Ochota,al. Aleje Jerozolimskie,690,"37,5",2,blok,prywatny
Mokotów. Metro. Garaż,3 500,Mokotów,ul. Mariana Zdziechowskiego,510,40,2,apartamentowiec,prywatny
2-pokojowe mieszkanie do wynajęcia na Służewcu,3 200,Służewiec,,600,38,2,apartamentowiec,prywatny
Wynajmę mieszkanie 60 metrów kw na Bliskiej Woli,5 400,Wola,ul. Marcina Kasprzaka,0,60,3,blok,prywatny
Wygodne mieszkanie przy stacji metra Stokłosy,2 900,Ursynów,al. Aleja Komisji Edukacji Narodowej,800,46,2,blok,prywatny
Przytulne i nowe. Cena do negocjacji.,2 900,Chrzanów,ul. Batalionów Chłopskich 91,600,36,2,blok,prywatny
Koszykowa przy Al. Przyjaciół 93 mkw do wynajęcia,7 500,Śródmieście Południowe,,0,93,4,kamienica,prywatny
Nowe Mieszkanie 2-pok Garaż*,2 300,Tarchomin,,480,35,2,blok,prywatny
"Studio - 35m2, Stara Ochota",2 500,Stara Ochota,ul. Ludwika Krzywickiego,0,35,1,kamienica,biuro nieruchomości
SOHO. Twoje miejsce do życia w Warszawie.,2 950,Praga-Południe,ul. Żupnicza 18,650,40,2,blok,prywatny
"4-pokojowe, 10 minut do centrum, Solidarności",3 500,Wola,al. Aleja Wilanowska,1 000,64,4,blok,prywatny
Mieszkanie metro Natolin,2 400,Ursynów,,850,53,2,blok,prywatny
"Wynajmę mieszkanie 3-pokojowe, Kierbedzia, Mokotów",4 000,Mokotów,ul. Stanisława Kierbedzia,600,64,3,apartamentowiec,prywatny
"Wynajmę 2 pok. mieszkanie po remoncie, mokotów",3 200,Górny Mokotów,ul. Jana Pawła Woronicza,650,38,2,blok,prywatny
Mieszkanie - Warszawa Bielany,3 400,Bielany,,0,44,2,blok,prywatny
Piękna kawalerka mokotow - ŚWIEŻO PO REMONCIE !,2 700,Mokotów,ul. Kaukaska,500,32,1,blok,prywatny
"Wynajmę 3 pokoje 61,2 m2, garaż + duży taras 13 m2",3 200,Wesoła,ul. Mazowiecka,700,"61,2",3,apartamentowiec,prywatny
.: Kawalerka 28m! Metro Nowy Świat! ŚRÓDMIEŚCIE :.,2 500,Śródmieście,ul. Tamka 40,350,28,1,blok,prywatny
"Mieszkanie 35 m, 2 pokoje do wynajęcia od zaraz",2 700,Praga-Południe,ul. Ostrobramska,500,35,2,apartamentowiec,prywatny
Przestronne 3- pokojowe mieszkanie na Bemowie,3 500,Bemowo,ul. Lazurowa 89,800,60,3,blok,biuro nieruchomości
"Warszawa Ochota, Szczęśliwicka, 2 pokoje",3 200,Szczęśliwice,ul. Szczęśliwicka,800,58,2,kamienica,prywatny
"19 dzielnica, Kolejowa, 41m^2, 2 osobne pokoje",3 890,Wola,ul. Kolejowa,611,41,2,apartamentowiec,prywatny
Wynajmę przestronne 3 pok. mieszkanie na Bemowie,3 300,Bemowo,,850,66,3,blok,prywatny
NOWE! - Mieszkanie 2 pokojowe - Metro Stokłosy,3 500,Ursynów,ul. Xawerego Dunikowskiego,700,54,2,blok,prywatny
"metro Młynów, 53m2, loggia, 2 pokojowe, słoneczne",3 500,Wola,ul. Górczewska 39,853,53,2,kamienica,prywatny
"Nowe trzy pokoje, taras 27m2, metro, ul Gdańska.",6 700,Bielany,,1 000,82,3,Zapytaj,biuro nieruchomości
Brand New – 2 rooms apartment Powiśle,3 800,Śródmieście,,0,35,2,apartamentowiec,biuro nieruchomości
mieszkanie na dolnym Mokotowie dostępne od zaraz,5 200,Mokotów,ul. Bobrowiecka,800,"70,5",3,blok,prywatny
Bez prowizji - Kawalerka - Co-working - Siłownia,4 200,Powiśle,ul. Solec 24,468,31,1,apartamentowiec,prywatny
Bez prowizji - Kawalerka - Co-working - Siłownia,3 300,Powiśle,ul. Solec 24,642,30,1,apartamentowiec,prywatny
Apartament/Executive Suite - Co-working - Siłownia,8 700,Powiśle,ul. Solec 24,444,65,1,apartamentowiec,prywatny
Bezpośrednio - Kawalerka - Co-working - Siłownia,4 100,Śródmieście,ul. Stanisława Dubois 9,672,30,1,apartamentowiec,prywatny
Umeblowana kawalerka na Bródnie - Czynsz w cenie,2 500,Bródno-Podgrodzie,ul. Krasiczyńska,0,30,1,blok,prywatny
3 pok mieszkanie +duża loggia w Miasteczku Wilanów,8 000,Wilanów,ul. abp. Józefa Teodorowicza,1 100,"65,48",3,apartamentowiec,biuro nieruchomości
przestronne 2 pok / garaż,2 800,Ursus,ul. Dzieci Warszawy,600,49,2,blok,biuro nieruchomości
"Bezpośrednio, cicha kawalerka Żwirki i Wigury",2 300,Włochy,,400,18,1,blok,prywatny
Mieszkanie 3 pokojowe na Ursynowie wolne od zaraz,3 800,Ursynów,ul. Wiolinowa,1 000,65,3,blok,biuro nieruchomości
"Przyjemne dwa pokoje, balkon, piwnica, garaż",3 200,mazowieckie,,600,52,2,apartamentowiec,biuro nieruchomości
"Widne, 3 pokoje - 2 min pieszo Metro Stokłosy",3 800,Ursynów,ul. Zamiany 6,800,64,3,blok,prywatny
"2 pokoje, Powiśle, ul. Kopernika",3 800,Centrum,,400,42,2,blok,biuro nieruchomości
Mieszkanie 48 m2 na Saskiej Kępie,3 200,Saska Kępa,ul. Arabska 5,0,48,2,blok,prywatny
Mieszkanie 2-pokojowe z balkonem,3 200,Gocławek,ul. Pustelnicka,0,36,2,blok,deweloper
"Warszawa / Białołęka 46,8m2+garaż podziemny i balk",3 500,Białołęka,ul. Marywilska,600,"46,8",2,blok,prywatny
"Ładne mieszkanie Waw Praga Grochowska, metro, park",2 500,Praga-Południe,ul. Grochowska,992,"44,7",2,blok,prywatny
"Luksusowy apartament na Starym Mokotowie, 84 m2",12 000,Górny Mokotów,ul. Morskie Oko,0,84,3,apartamentowiec,biuro nieruchomości
Dwupokojowe mieszkanie na osiedlu Moderna,3 000,Białołęka,ul. Głębocka 5,600,42,2,blok,prywatny
Top floor w Miasteczku Wilanów,12 500,Wilanów,ul. Franciszka Klimczaka,0,97,3,apartamentowiec,biuro nieruchomości
"Wynajmę 2 pokoje 47m na Bielanach, garaż, metro,",2 600,Bielany,ul. Wergiliusza 7,"637,13","47,1",2,apartamentowiec,prywatny
Rezerwacja - Eleganckie mieszkanie przy moście pn,3 200,Tarchomin,Modlińska125a,0,41,2,apartamentowiec,prywatny
Nowe Mieszkanie - Wysoki standard-2 pokoje - 52m2,3 900,Praga-Północ,ul. Radzymińska,0,52,2,blok,prywatny
Kawalerka na Mokotowie,2 400,Mokotów,ul. Ludwika Idzikowskiego,0,"30,2",1,apartamentowiec,biuro nieruchomości
Bezpośrednio wynajmę ul Cybernetyki 2c,3 400,Mokotów,ul. Cybernetyki 2c,550,40,2,apartamentowiec,prywatny
Nigdy nie zamieszkane studio - bezpośrednio,3 990,Żoliborz,ul. ks. Jerzego Popiełuszki 17,300,27,1,blok,prywatny
kawalerka w centrum Warszawy,2 600,Śródmieście,,0,30,1,kamienica,prywatny
Luxury apartment on 27th floor on Złota 44,15 000,Śródmieście,ul. Złota,0,64,2,blok,biuro nieruchomości
Amazing apartment on 47th floor on Złota 44,40 000,Śródmieście,ul. Złota,5 000,161,3,blok,biuro nieruchomości
"Bezpośrednio, segment 150m2+garaż, Stara Miłosna",4 200,Stara Miłosna,ul. Dworkowa 10,650,150,4,szeregowiec,prywatny
Bez Prowizji NOWE Studio z ogródkiem | Szczęsna,2 400,Włochy,ul. Szczęsna,240,"22,4",1,blok,biuro nieruchomości
Apartament na wynajem 185m2 Saska Kępa,13 000,Praga-Południe,ul. Walecznych,0,185,4,apartamentowiec,biuro nieruchomości
"Mokotów , 2 pokojowe mieszkanie 54 m2 z garażem .",3 250,Dolny Mokotów,"ul. Grupy AK ""Północ""",750,54,2,apartamentowiec,prywatny
Mieszkanie s.Włochy + ogród 80m + miejsce garażowe,4 200,Stare Włochy,ul. Szczęsna,1 164,62,3,blok,prywatny
"Mieszkanie 40m2, 2 pokoje, Gocław przy Balatonie",2 500,Gocław,ul. kard. Aleksandra Kakowskiego,560,40,2,blok,prywatny
Złota 44 ! 42piętro ! 125m2 ! 3 pokoje,24 999,Śródmieście,ul. Złota,5 000,"125,2",3,apartamentowiec,biuro nieruchomości
Mieszkanie na wynajem w biznesowej części Woli,3 300,Wola,ul. Ogrodowa,400,30,1,blok,biuro nieruchomości
Wyjątkowy i przepiękny Apartament na Złotej 44,23 970,Śródmieście,ul. Złota,1 000,100,2,apartamentowiec,biuro nieruchomości
Klimatyczny apartament 3 pok. na ostatnim piętrze,6 780,Wilanów,ul. Piechoty Łanowej,0,78,3,apartamentowiec,biuro nieruchomości
Super apartament w doskonałej lokalizacji.,14 950,Górny Mokotów,ul. Łowicka,0,161,3,apartamentowiec,biuro nieruchomości
Piękny apartament przy Starówce,14 950,Śródmieście,ul. Świętojańska,0,120,3,kamienica,biuro nieruchomości
Luksusowy apartament przy Metrze Kondratowicza,4 690,Targówek,ul. Głębocka,920,72,3,apartamentowiec,biuro nieruchomości
"Mokotów / Sadyba, Atrakcyjne 102m2, taras, parking",7 700,Mokotów,ul. Bernardyńska,1 019,102,4,blok,prywatny
"Mieszkanie z klimatem - Miast. Wilanów-2 pok,50m2",3 800,Wilanów,,700,50,2,blok,prywatny
3 pokoje z garderobą 53m2 wysoki standard,4 800,Włochy,Przy Torach,870,53,3,apartamentowiec,biuro nieruchomości
"Mieszkanie, 28 m², Warszawa",3 300,Wola,,0,28,2,apartamentowiec,biuro nieruchomości
"Mieszkanie, 31 m², Warszawa",4 000,Wola,ul. Siedmiogrodzka,0,31,1,Zapytaj,biuro nieruchomości
Mieszkanie 2 pokoje,3 400,Wilanów,ul. Sarmacka 4B,400,35,2,apartamentowiec,prywatny
Ochota nowoczesne 1-pokojowe z dużym balkonem,2 600,Ochota,al. Aleje Jerozolimskie,600,25,1,Zapytaj,biuro nieruchomości
"wyposażone, nowe, w zielonej okolicy, blisko metra",8 000,Górny Mokotów,ul. Białego Dębu,1 300,93,4,apartamentowiec,prywatny
"Wynajmę nowe, 2-pokojowe mieszkanie na Optyków",3 400,Gocław,Optyków,700,46,2,apartamentowiec,prywatny
Luksusowy apartament 103 mkw na Rakowieckiej,8 950,Mokotów,ul. Rakowiecka,0,103,3,apartamentowiec,biuro nieruchomości
Nowe mieszkanie na wynajem Ursus od kwietnia,3 100,Ursus,,500,"41,44",2,blok,prywatny
4 osobne pokoje do wynajęcia Warszawa ul. Prosta,4 250,Wola,ul. Prosta,750,65,4,blok,biuro nieruchomości
BEZ PROWIZJI Kawalerka blisko Łopuszańska,3 110,Włochy,al. Aleje Jerozolimskie 216,390,32,1,apartamentowiec,biuro nieruchomości
2 miejsca postojowe czynsz administracyjny w cenie,3 200,Bielany,Lekka,0,49,2,apartamentowiec,biuro nieruchomości
"2 Pok, Loggia,Park, Metro",2 900,Targówek,ul. Malborska,600,56,2,Zapytaj,biuro nieruchomości
*Apartament w prestiżowej lokalizacji* Patria*,13 390,Powiśle,ul. Leona Kruczkowskiego,500,105,3,apartamentowiec,biuro nieruchomości
Eklektyczny Apartament w Przedwojennej Kamienicy,15 000,Śródmieście,ul. Smolna,0,106,4,kamienica,biuro nieruchomości
Mieszkanie na Dolnym Mokotowie ul. Zwierzyniecka,2 900,Dolny Mokotów,ul. Zwierzyniecka,600,37,1,blok,prywatny
"Mokotow- 200m2, Ul. Sobieskiego 104",15 000,Dolny Mokotów,ul. Jana III Sobieskiego 104,0,196,5,apartamentowiec,prywatny
100 m2 | Wysoki standard | Ul. Piękna,10 000,Śródmieście,ul. Piękna,0,87,3,kamienica,biuro nieruchomości
Qbik | Mokotow | 2 bedrooms | 2 parking spots,15 000,Mokotów,ul. Jana Pawła Woronicza,0,112,3,apartamentowiec,biuro nieruchomości
Stary Mokotów | Historyczna willa | Przy parku,20 000,Mokotów,ul. Ursynowska,0,250,4,kamienica,biuro nieruchomości
Nowoczesny apartament na Placu Konesera,7 000,Praga-Północ,Plac Konesera,0,70,2,apartamentowiec,biuro nieruchomości
3 sypialnie | Przy parku | Metro,9 700,Wola,ul. Elekcyjna,2 000,108,4,apartamentowiec,biuro nieruchomości
66m2 | 3 pokoje | Wysoki standard | Taras | Garaż,8 500,Górny Mokotów,ul. Domaniewska,0,66,3,apartamentowiec,biuro nieruchomości
162 m2 | Mieszkanie na biuro w kamienicy,16 500,Śródmieście,ul. Wspólna,0,"162,42",5,kamienica,biuro nieruchomości
Penthouse | View of the city centre | Roof terrace,40 000,Śródmieście,,0,328,6,apartamentowiec,biuro nieruchomości
"Apartament w minimalistycznym stylu, przy parku",18 000,Muranów,,2 800,128,4,apartamentowiec,biuro nieruchomości
98m2 | 2 Pokoje | Mokotowska | Śródmieście,10 804,Śródmieście,ul. Mokotowska,0,98,2,kamienica,biuro nieruchomości
Przytulne mieszkanie na Mokotowie,3 700,Mokotów,,750,45,2,blok,prywatny
Mieszkanie do wynajęcia Warszawa Ursus 3 pokoje,3 000,Ursus,,1 000,58,3,blok,prywatny
2 pokoje z balkonem i miejscem parkingowym GOCŁAW,2 100,Praga-Południe,ul. Stanisława Mikołajczyka,800,46,2,blok,biuro nieruchomości
156m2 | 4 rooms | Right next to the British School,14 000,Sadyba,ul. Bolesława Limanowskiego,0,156,4,apartamentowiec,biuro nieruchomości
Penthouse z tarasem na dachu w sercu Żoliborza,26 000,Żoliborz,park Żołnierzy Żywiciela,0,262,5,apartamentowiec,biuro nieruchomości
96m2 | 3 Pokoje | Sauna | Park Traugutta,8 000,Śródmieście,ul. Pokorna,0,96,3,apartamentowiec,biuro nieruchomości
Grzybowska 4 | 3 bedrooms | High standard,18 000,Śródmieście,ul. Grzybowska,0,139,4,apartamentowiec,biuro nieruchomości
Luxury apartment | Pl. Trzech Krzyzy | 1 bedroom,14 900,Śródmieście Południowe,ul. Książęca,0,91,3,apartamentowiec,biuro nieruchomości
"Mieszkanie do wynajęcia, 66,36 m2",4 300,Bielany,,"1 005,12","66,36",2,apartamentowiec,prywatny
Komfortowe M3 w dobrej lokalizacji,5 000,Bemowo,ul. Górczewska,858,77,3,apartamentowiec,prywatny
Przestronne 4 pokoje blisko Ronda Daszyńskiego,8 200,Wola,,700,73,4,Zapytaj,biuro nieruchomości
Unique apartment on 27th floor on Złota 44,23 000,Śródmieście,ul. Złota,0,135,2,blok,biuro nieruchomości
Exclusive apartment on 25th floor on Złota 44,35 000,Śródmieście,ul. Złota,0,173,3,blok,biuro nieruchomości
Dwupokojowe do wynajęcia ul. Anielewicza,3 000,Muranów,ul. Mordechaja Anielewicza,500,36,2,blok,biuro nieruchomości
Kawalerka z osobną sypialnią. Przy metrze Szwedzka,2 600,Praga-Północ,,300,25,1,blok,biuro nieruchomości
Mieszkanie 2-pokojowe | 41m2 | Garaż | Fort Wola,3 000,Wola,ul. Jana Kazimierza,670,41,2,blok,biuro nieruchomości
48 m2 | 2 pokoje | Włochy | Dogodna komunikacja,4 000,Stare Włochy,ul. Czereśniowa,0,49,2,blok,biuro nieruchomości
62m2 | 2 Sypialnie | Nowoczesne | Umeblowane,6 000,Włochy,ul. Skromna,0,64,3,apartamentowiec,biuro nieruchomości
"Bardzo ładny, 4-pok. apartament, przy stacji Metra",4 900,Targówek,ul. Ludwika Kondratowicza,0,106,4,apartamentowiec,biuro nieruchomości
Przytulne Mieszkanie 43m2 |2 pok.| Przy Łazienkach,3 900,Dolny Mokotów,ul. Iwicka,760,43,2,blok,prywatny
Słoneczna kawalerka,2 900,Żoliborz,ul. Kazimierza Promyka,450,30,2,blok,prywatny
Ekskluzywny Apartament na Powiślu - FLISAC,5 000,Powiśle,ul. Elektryczna 2,450,34,2,apartamentowiec,biuro nieruchomości
"Brand new flat, high standard, foreigners welcomed",3 499,Bródno,ul. Marywilska,700,40,2,blok,prywatny
Apartament Stepinska Łazienki Królewskie 75 m,5 900,Mokotów,ul. Stępińska,1 200,75,3,kamienica,prywatny
Wynajmę nowe 2 pokojowe mieszkanie na Białołęce,2 800,Żerań,,470,35,2,blok,prywatny
Luksusowy apartament w Centrum Warszawy (od 01.04),3 300,Muranów,ul. Dzielna 64,500,26,1,apartamentowiec,prywatny
4pokoje na mieszkanie/biuro/usługi 0 prowizji100m2,6 490,Wola,ul. Banderii 4,1 100,100,4,apartamentowiec,prywatny
Eleganckie dwupokojowe mieszkanie Pole Mokotowskie,4 500,Pole Mokotowskie,ul. Biały Kamień,880,"55,6",2,apartamentowiec,biuro nieruchomości
"Mieszkanie 1 pokojowe, wynajmę, Wesoła, Skm, Mzk",1 800,Wesoła,ul. Armii Krajowej,0,30,1,kamienica,biuro nieruchomości
"Znakomita Lokalizacja, Wysoki Stand, Nowe!",3 500,Śródmieście,ul. Nowiniarska,0,40,1,kamienica,biuro nieruchomości
Apartament z ogródkiem na osiedlu z jeziorkiem,7 000,Mokotów,ul. Bernardyńska 16C,1 000,72,3,apartamentowiec,prywatny
Kawalerka z widokiem na cały Ursynów,2 100,Ursynów,ul. Pięciolinii 2,0,31,1,blok,biuro nieruchomości
"2 Oddzielne Pokoje, Garaż, Obok Uczelnia Wat",2 400,Bemowo,ul. gen. Sylwestra Kaliskiego,600,"50,5",2,Zapytaj,biuro nieruchomości
Kawalerka 34m Warszawa Włochy,3 100,Nowe Włochy,ul. Globusowa,0,34,1,blok,prywatny
Dwa pokoje w wyjątkowym miejscu na Mokotowie.,2 000,Górny Mokotów,ul. Racławicka,500,28,2,kamienica,biuro nieruchomości
3 pok. nowoczesny apartament przy metrze Bemowo,3 950,Bemowo,ul. Lajosa Kossutha,750,50,3,blok,prywatny
Przestronne 2 pokoje Bobrowiecka,3 500,Mokotów,ul. Bobrowiecka,0,"64,02",2,blok,biuro nieruchomości
"Mieszkanie 2 pokojowe z tarasem wynajmę, Ursus",2 700,Ursus,ul. Tomcia Palucha,1 000,54,2,blok,biuro nieruchomości
Przytulne Mieszkanie - 2 Miejsca Parkingowe,2 900,Bemowo,ul. Narwik,860,48,2,blok,biuro nieruchomości
PRZESTRONNA KAWALERKA w apartamentowcu - Ursynów,2 700,Ursynów,ul. rtm. Witolda Pileckiego 104,0,"38,8",1,apartamentowiec,prywatny
2 pokoje przy metrze Wierzbno Mokotów,4 900,Górny Mokotów,J.P. Woronicza 24,900,58,2,apartamentowiec,prywatny
Mieszkanie na wynajem Bielany (METRO MŁOCINY),2 500,Bielany,,440,35,2,blok,prywatny
"Ładne, ustawne, ciche, 53 m2; 2 pok, po remoncie",2 650,Praga-Południe,ul. gen. Tadeusza Bora-Komorowskiego,680,53,2,blok,prywatny
Niezwykły apartament w samym sercu Warszawy,30 000,Śródmieście Północne,ul. Złota,0,133,3,apartamentowiec,biuro nieruchomości
Apartament w luksusowej kamienicy na Wspólnej,7 500,Śródmieście Południowe,ul. Wspólna,0,"83,71",3,kamienica,biuro nieruchomości
Apartament z widokiem na panoramę - Złota 44,35 000,Śródmieście Północne,ul. Złota,0,"142,9",3,apartamentowiec,biuro nieruchomości
Ekskluzywny apartament na Mokotowskiej,7 500,Śródmieście Południowe,ul. Mokotowska,0,"65,38",2,apartamentowiec,biuro nieruchomości
Apartament w sercu Warszawy - blisko metra,18 000,Muranów,ul. Stare Nalewki,0,128,4,apartamentowiec,biuro nieruchomości
Duże mieszkanie przy Parku Szczęśliwickim,10 000,Szczęśliwice,ul. Pandy,1 800,178,5,apartamentowiec,biuro nieruchomości
Unikalny apartament w Śródmieściu,5 500,Śródmieście Południowe,ul. Piękna,700,50,2,Zapytaj,biuro nieruchomości
Mieszkanie do wynajęcia w samym centrum Warszawy,11 500,Śródmieście Północne,ul. Krzysztofa Kamila Baczyńskiego,0,98,3,apartamentowiec,biuro nieruchomości
Piękny 3 pokojowy apartament w Sercu Żoliborza,8 000,Stary Żoliborz,ul. Juliusza Słowackiego,1 000,80,3,kamienica,biuro nieruchomości
Wyjątkowey apartament na Saskiej Kępie,9 000,Saska Kępa,ul. Kryniczna,0,115,3,Zapytaj,biuro nieruchomości
Piękne Nowe Stylowe mieszkanie Na Powiślu,8 500,Powiśle,ul. Drewniana,0,61,3,apartamentowiec,biuro nieruchomości
Piękne Nowe Stylowe Studio Kawalerka Na Powiślu,5 000,Powiśle,ul. Drewniana,0,34,2,Zapytaj,biuro nieruchomości
3 samodzielne studia w jednym mieszkaniu,10 000,Muranów,ul. Zygmunta Słomińskiego,0,"115,65",3,Zapytaj,biuro nieruchomości
Dwustronne widne mieszkanie w premium lokalizacji,7 970,Wola,ul. Banderii,660,"79,7",3,Zapytaj,biuro nieruchomości
Widne mieszkanie w premium lokalizacji,9 000,Wola,ul. Banderii,997,101,5,Zapytaj,biuro nieruchomości
Duże mieszkanie / biuro w premium lokalizacji,9 750,Wola,ul. Banderii,960,108,5,Zapytaj,biuro nieruchomości
Mieszkanie w premium lokalizacji,6 500,Wola,ul. Okopowa,562,54,2,apartamentowiec,biuro nieruchomości
Ekskluzywny apartament na Złotej 44,40 000,Śródmieście,ul. Złota,5 000,172,3,apartamentowiec,biuro nieruchomości
Cztery pokoje z widokiem na miasto,11 500,Mirów,ul. Łucka,1 800,"116,5",4,blok,biuro nieruchomości
Piękny apartament w Śródmieściu,25 000,Śródmieście Północne,ul. Złota,0,97,2,apartamentowiec,biuro nieruchomości
Dwa piętra z widokiem na Park,9 750,Kamionek,ul. Stanisława Augusta,2 000,179,7,blok,biuro nieruchomości
Nowe urocze 2 pokoje | 2 balkony | parking,5 900,Służewiec,ul. Cybernetyki,0,"41,54",2,Zapytaj,biuro nieruchomości
Wyjątkowy apartament w inwestycji Park Lane,50 000,Mokotów,ul. Podchorążych,10 000,"274,21",5,apartamentowiec,biuro nieruchomości
Wyjątkowy apartament w kamienicy,17 000,Śródmieście,ul. Wilcza,0,120,3,kamienica,biuro nieruchomości
Apartament z ogrodem zimowym i tarasem Żoliborz,17 000,Żoliborz,ul. Gwiaździsta,0,271,5,Zapytaj,biuro nieruchomości
Unikatowe mieszkanie w kamienicy,5 500,Śródmieście,ul. Nowogrodzka,0,57,2,Zapytaj,biuro nieruchomości
Elegancki penthouse na 16. piętrze na Muranowie,40 000,Muranów,ul. Zygmunta Słomińskiego,0,330,5,Zapytaj,biuro nieruchomości
Apartament w pobliżu Szkoły Brytyjskiej,14 000,Sadyba,,0,164,4,apartamentowiec,biuro nieruchomości
Apartament na Powiślu w odnowionej kamienicy,8 500,Śródmieście,ul. Dobra,0,85,4,Zapytaj,biuro nieruchomości
Dwupoziomowe mieszkanie na Mokotowie,10 000,Mokotów,ul. Dominika Merliniego,0,110,4,kamienica,biuro nieruchomości
Wyjątkowe 184m2 w kamienicy | 6 pokoi | 3 balkony,25 000,Śródmieście Południowe,ul. Lwowska,0,184,6,Zapytaj,biuro nieruchomości
Stylowy apartament w sercu Warszawy,5 500,Mirów,ul. Krochmalna,0,38,2,apartamentowiec,biuro nieruchomości
Jasne mieszkanie w sercu Ursynowa,4 000,Imielin,ul. Indiry Gandhi,0,58,2,Zapytaj,biuro nieruchomości
Piękny apartament z dwoma balkonami!,5 900,Ksawerów,ul. Zygmunta Modzelewskiego,0,82,3,apartamentowiec,biuro nieruchomości
Czteropokojowy apartament z widokiem na park,20 000,Powiśle,ul. Leona Kruczkowskiego,0,110,4,apartamentowiec,biuro nieruchomości
2-pokojowe mieszkanie na Ursynowie,3 200,Ursynów,ul. Belgradzka,750,44,2,blok,prywatny
"Mieszkanie typu studio 51,5 m2, Ursynów",3 000,Ursynów,ul. Nowoursynowska,700,"51,5",1,blok,prywatny
Mieszkanie na wynajem Bielany (METRO MŁOCINY),2 500,Bielany,,440,35,2,blok,prywatny
Apartament z widokiem na Ogród Saski,19 000,Śródmieście Północne,ul. Niecała,0,153,3,apartamentowiec,biuro nieruchomości
"Apartament z widokiem na Pałac Kultury, Złota 44",40 000,Śródmieście,ul. Złota,0,"161,2",3,apartamentowiec,biuro nieruchomości
